Gene_name GCF_000013365.1_ASM1336v1_genomic.gff GCF_000020445.1_ASM2044v1_genomic.gff GCF_000195775.1_ASM19577v1_genomic.gff GCF_003031245.1_ASM303124v1_genomic.gff GCF_003031265.1_ASM303126v1_genomic.gff GCF_007005445.1_ASM700544v1_genomic.gff GCF_013415845.1_ASM1341584v1_genomic.gff GCF_016584445.1_ASM1658444v1_genomic.gff
nqrF 1 1 1 1 1 1 1 1
putA 1 1 1 1 1 1 1 1
fldA 1 1 1 1 1 1 1 1
gstB_1 1 1 1 1 1 1 1 1
lemA_1 1 1 1 1 1 1 1 1
cutL_4 1 1 1 1 1 1 1 1
yjhH 1 0 1 1 1 1 1 1
dapb1 1 1 1 1 1 1 1 1
bioH 1 0 0 0 0 0 0 0
cbbX 1 1 1 1 1 1 1 1
cbbS 1 1 1 1 1 1 1 1
cbbL 1 1 1 1 1 1 1 1
rcsC_17 1 1 1 1 1 1 1 1
rssB_1 1 0 0 1 0 1 0 0
rssB_2 1 0 0 1 0 1 0 0
cmpR 1 0 0 0 0 1 0 0
hemA_1 1 1 1 1 1 1 1 1
puhA 1 1 1 1 1 1 1 1
pucC_1 1 1 1 1 1 1 1 1
bchM 1 1 1 1 1 1 1 1
bchL 1 1 1 1 1 1 1 1
chlB 1 1 1 1 1 1 1 1
chlN 1 1 1 1 1 1 1 1
pbsA1 1 1 1 1 1 1 1 1
cycA 1 0 0 0 0 0 0 0
crtK-2 1 1 1 1 1 1 1 1
pucC_2 1 1 1 1 1 1 1 1
menA 1 1 1 1 1 1 1 1
pufM 1 1 1 1 1 1 1 1
pufL 1 1 1 1 1 1 1 1
bchZ 1 1 1 1 1 1 1 1
bchY 1 1 1 1 1 1 1 1
bchX 1 1 1 1 1 1 1 1
lgoD 1 1 1 1 1 1 1 1
crtF 1 1 1 1 1 1 1 1
crtD 1 1 1 1 1 1 1 1
crtC 1 1 1 1 1 1 1 1
hemF 1 1 1 1 1 1 1 1
crtI 1 1 1 1 1 1 1 1
hemE 1 1 1 1 1 1 1 1
bchD 1 1 1 1 1 1 1 1
bchI 1 1 1 1 1 1 1 1
hemC 1 1 1 1 1 1 1 1
acrB_2 1 0 0 0 0 0 0 0
ttgG 1 0 0 0 0 0 0 0
ethA 1 1 1 1 1 1 1 1
pucC_3 1 1 1 1 1 1 1 1
pucAE_2 1 0 0 0 0 0 0 0
pucBB_2 1 1 1 1 1 1 1 1
nreC_1 1 1 1 1 1 0 0 1
pgm 1 1 1 1 1 1 1 1
cckA_3 1 1 1 0 0 0 1 1
cpdA_3 1 1 1 1 1 1 1 1
potA_2 1 1 1 1 1 1 1 1
phnV 1 1 1 0 0 1 0 1
ddpA_2 1 1 1 0 0 0 1 1
ddpB 1 1 1 1 1 1 1 1
ddpC_2 1 1 1 1 1 1 1 1
gsiA_7 1 0 0 0 0 0 0 0
atzE 1 1 1 1 1 1 1 1
rspR 1 1 1 0 0 0 1 1
atzF_2 1 1 1 1 1 0 1 1
nrtD_4 1 0 0 0 0 0 0 0
ssuC_5 1 1 1 1 1 1 1 1
gci 1 0 0 0 0 0 0 0
alkJ_3 1 1 0 1 1 0 1 0
clcB 1 1 1 1 1 1 1 1
puuD 1 1 1 1 1 1 1 1
ilvD 1 0 0 0 1 1 0 0
yciC 1 0 0 0 0 0 0 0
paaG_4 1 1 1 1 1 1 1 1
mmgC_6 1 1 1 1 1 0 1 1
fabG_11 1 1 1 1 1 1 1 1
fadA_4 1 1 1 1 1 1 1 1
fadD3_2 1 1 1 1 1 1 1 1
phnM_1 1 1 1 1 1 1 1 1
dapH 1 0 0 0 0 0 0 0
phnC 1 1 1 1 1 1 1 1
phnE_2 1 0 0 0 0 0 0 0
phnF 1 0 0 0 0 0 0 0
phnG 1 1 1 1 1 1 1 1
phnH 1 1 1 1 1 1 1 1
phnI 1 1 1 1 1 1 1 1
phnJ 1 1 1 1 1 1 1 1
phnK_2 1 0 0 0 0 0 0 0
phnL 1 1 1 1 1 1 1 1
phnM_2 1 1 1 1 1 1 1 1
phnN 1 1 1 1 1 1 1 1
COQ3_4 1 0 0 0 0 0 0 0
acrC_2 1 0 0 1 0 0 0 0
rcsC_18 1 1 1 1 1 1 1 1
cheB_4 1 1 1 1 1 1 1 1
pleD_2 1 0 0 0 0 0 0 0
dauC 1 1 1 1 1 1 1 1
mnmA 1 1 1 1 1 1 1 1
flgD_2 1 0 0 0 0 0 0 0
yraA 1 1 1 1 1 1 1 1
rpoD 1 1 1 1 1 1 1 1
dnaG 1 1 1 1 0 1 1 1
rhtB_2 1 1 1 1 1 1 1 1
yqeY 1 1 1 1 1 1 1 1
rutD_2 1 0 0 0 0 1 0 0
carA 1 1 1 1 1 1 1 1
ligE 1 1 1 1 1 1 1 1
yfcG_3 1 0 0 0 0 0 0 0
yjcS_2 1 1 1 1 1 0 1 1
uvrB 1 1 1 1 1 1 1 1
higB-1 1 0 0 0 0 0 0 0
fadA_5 1 0 0 1 1 1 0 0
ychF 1 1 1 1 1 1 1 1
pth 1 1 1 1 1 1 1 1
rplY 1 1 1 1 1 1 1 1
ubiK 1 1 1 1 1 1 1 1
clcD 1 1 1 0 0 0 0 1
lgt 1 1 1 1 1 1 1 1
yfiH 1 0 0 0 0 1 0 0
prs 1 1 1 1 1 1 1 1
ribH2 1 1 1 1 1 1 1 1
proC 1 1 1 1 1 1 1 1
rcsC_19 1 1 1 1 1 1 1 1
ompR_3 1 1 1 1 1 1 1 1
ilvE_2 1 1 1 1 1 0 1 1
mutL 1 1 1 1 1 1 1 1
arfB 1 1 1 1 1 1 1 1
lspA 1 1 1 1 1 1 1 1
ileS 1 1 1 0 1 1 0 1
maa 1 1 1 1 1 1 1 1
ribF 1 1 1 1 1 1 1 1
cpdA_4 1 1 1 1 1 1 1 1
ramB 1 1 1 1 1 1 0 1
braC_5 1 1 1 1 1 1 1 1
artM_2 1 1 1 0 0 1 1 1
livF_19 1 1 1 1 1 0 1 1
livH_15 1 1 1 1 1 1 1 1
nemA 1 1 1 1 1 1 1 1
dasC 1 1 0 1 1 1 1 0
sugC 1 0 0 0 0 0 0 0
btuD_11 1 1 0 0 0 0 1 0
eryB 1 1 1 1 1 1 1 1
csqR 1 0 0 0 0 0 0 0
mdtC_4 1 1 1 1 1 1 1 1
mdtE_2 1 1 1 1 1 1 1 1
rcsC_20 1 1 1 1 1 1 1 1
ywrD 1 0 0 0 0 0 0 0
slyX 1 1 1 1 1 1 1 1
lcfB_8 1 1 1 1 0 0 0 1
ntcA 1 0 0 0 0 0 0 0
yibF 1 1 1 1 1 0 1 1
ogt_2 1 1 1 1 1 1 1 1
rfaG_2 1 1 1 1 1 1 1 1
cntO_2 1 1 1 0 1 0 0 1
vgb 1 1 1 1 1 1 1 1
clpB 1 1 1 1 1 1 1 1
metXA 1 1 1 1 1 1 1 1
hisC_2 1 0 0 0 0 0 0 0
tyrC 1 1 1 1 1 1 1 1
xecD 1 0 0 0 0 0 0 0
comR_2 1 1 1 1 1 1 1 1
gstB_2 1 1 1 1 1 1 1 1
yxaF 1 0 1 1 1 1 1 1
ndh 1 1 1 1 1 1 1 1
ybgC 1 1 1 1 1 1 1 1
ruvB 1 1 1 1 1 1 1 1
bsr 1 1 1 1 1 1 1 1
ruvA 1 1 1 1 1 1 1 1
ruvC 1 1 1 1 1 1 1 1
ymdB_2 1 0 0 1 1 0 0 0
glpE 1 1 1 0 1 1 1 1
czcA_2 1 1 1 1 1 1 1 1
czcB 1 1 0 0 0 1 0 0
czcA_3 1 1 1 1 1 1 1 1
mdtA_6 1 1 0 1 1 0 1 0
hlyU 1 0 0 0 0 0 0 0
petC 1 0 0 0 0 0 0 0
lemA_2 1 1 1 1 1 1 1 1
htpX_1 1 1 1 1 1 1 1 1
apt 1 1 1 1 1 1 1 1
menF 1 1 1 1 1 1 1 1
COQ3_5 1 0 0 0 0 0 0 0
ubiB_2 1 0 0 0 0 1 0 0
acsA_3 1 1 1 1 1 1 1 1
linX 1 1 1 1 1 1 1 1
phoD 1 1 1 1 1 1 1 1
nudL_2 1 1 1 1 1 1 1 1
cbbY 1 1 1 0 1 1 1 1
bioA 1 1 1 1 1 1 1 1
bioD1 1 0 0 1 1 1 0 0
bioF 1 1 1 0 1 1 1 1
yacG 1 1 1 1 1 1 1 1
yhdE 1 1 1 0 1 1 1 1
arsC_3 1 1 1 1 0 1 1 1
hisD 1 1 1 1 1 1 1 1
murA 1 1 1 1 1 1 1 1
qseC 1 0 0 1 1 1 1 0
qseB 1 1 1 0 0 0 0 1
dsbD_1 1 1 1 1 1 1 1 1
fccB_1 1 1 1 1 1 1 1 1
fccB_2 1 1 1 1 1 1 1 1
soxA_2 1 0 0 0 0 0 0 0
dsbD_2 1 1 1 1 1 1 1 1
betA 1 1 1 0 1 1 1 1
virA 1 0 0 0 0 0 0 0
ccp 1 0 0 1 1 1 0 0
torR 1 0 0 0 0 0 0 0
fabG_12 1 1 1 1 1 1 1 1
pgrR_2 1 0 0 0 0 0 0 0
kynB 1 0 1 0 0 0 1 1
fecI_2 1 0 0 0 0 0 0 0
sbnF 1 1 1 0 0 1 0 1
srfAB 1 0 0 0 0 0 0 0
yclQ 1 1 1 1 0 1 0 1
yclN 1 1 1 1 0 1 0 1
yclO 1 1 1 1 0 1 0 1
yclP 1 1 1 1 0 1 0 1
bhuA 1 1 1 1 0 1 0 1
aaaT 1 1 1 1 0 1 0 1
fcuA_2 1 1 0 1 1 1 1 0
kdgR_1 1 0 0 0 0 0 0 0
fbiA 1 0 0 0 0 0 0 0
fbiB 1 0 0 0 0 0 0 0
luxA 1 0 0 0 0 0 0 0
fgd1_1 1 0 0 0 0 0 0 0
cutS_3 1 0 0 0 0 0 0 0
coxM 1 1 1 1 1 1 1 1
xdhA 1 0 0 0 0 0 0 0
thrC_1 1 0 0 0 0 0 0 0
fbiD 1 0 0 0 0 0 0 0
fbiC 1 0 0 0 0 0 0 0
livH_16 1 1 1 1 1 0 1 1
lptB_12 1 0 0 0 0 0 0 0
livF_20 1 1 1 0 1 0 1 0
apc3 1 0 0 0 0 0 0 0
acxB 1 0 0 0 0 0 0 0
fgd 1 0 0 0 0 0 0 0
fgd1_2 1 0 0 0 0 0 0 0
kdgR_2 1 0 0 0 0 0 0 0
ltaE 1 0 0 0 0 0 0 0
braC_6 1 1 0 1 1 0 1 0
vapC_2 1 1 1 1 1 1 1 1
pucBB_3 1 0 0 0 0 0 0 0
pucAC 1 1 0 1 1 0 0 0
cheB_5 1 1 1 0 0 0 1 1
pucC_4 1 0 0 0 0 0 0 0
pucAD 1 1 1 1 1 0 0 1
pucBB_4 1 0 0 0 0 0 0 0
nreC_2 1 1 1 1 1 0 0 1
cph1_1 1 1 1 1 1 0 1 1
cph1_2 1 1 1 1 1 0 1 1
rcp1_2 1 1 1 1 1 0 0 1
dmdC_1 1 1 1 1 1 1 1 1
paaG_5 1 1 1 1 1 1 1 1
yhcR 1 1 1 1 1 1 1 1
xseB 1 1 1 1 1 1 1 1
dxs_2 1 1 1 1 1 1 1 1
tlyA 1 1 1 1 1 1 1 1
norM 1 0 0 0 0 0 0 0
rlmD 1 1 1 1 1 1 1 1
tktA_2 1 1 1 1 1 1 1 1
gapA 1 1 1 0 0 1 1 1
pgk 1 1 1 1 1 1 1 1
mazF 1 1 1 0 0 0 1 1
thiE_2 1 1 1 1 1 1 1 1
suhB 1 0 0 0 0 0 0 0
yhbU 1 1 1 1 1 1 1 1
ubiD 1 1 1 1 1 1 1 1
ubiX 1 1 1 1 1 1 1 1
cfa 1 1 0 0 0 1 1 0
ompA 1 0 0 0 0 1 0 0
yjaB 1 1 1 1 1 1 1 1
bmrA 1 1 1 1 1 1 1 1
rpmE 1 1 1 1 1 1 1 1
qorA_2 1 1 1 1 1 1 1 1
dmlR_4 1 0 0 0 0 0 0 0
yhhW 1 1 1 1 1 1 1 1
styA 1 0 0 0 0 0 0 0
dmlR_5 1 0 0 0 0 0 0 0
paoC 1 1 1 1 1 1 1 1
paoB 1 0 0 1 1 1 0 0
paoA 1 0 0 1 1 1 0 0
cpdR_2 1 1 1 1 1 1 1 1
hisN 1 1 1 1 0 1 1 1
cysL_3 1 0 0 0 0 0 0 0
leuE 1 0 0 0 0 0 0 0
xerC_4 1 1 0 0 0 0 0 0
dapA_2 1 1 1 1 1 1 1 1
kduD 1 0 0 0 0 1 0 0
fabG_13 1 1 1 1 0 1 1 1
gltD 1 1 1 1 1 1 1 1
gltB 1 1 1 1 1 1 1 1
ibpA_2 1 1 1 1 1 1 1 1
pldB 1 1 1 1 1 1 1 1
gtaB 1 1 1 1 1 1 1 1
kdsD 1 1 1 1 1 1 1 1
ybbJ 1 1 1 1 1 1 1 1
qmcA 1 1 1 1 1 1 1 1
hemH 1 1 1 1 1 1 1 1
dcp 1 1 1 1 1 1 1 1
ldc 1 1 1 1 1 1 1 1
rutC 1 0 0 0 0 1 0 0
rnk 1 1 1 1 1 1 1 1
hss 1 1 1 1 1 1 1 1
yjiA 1 1 1 1 1 1 1 1
mntB_4 1 0 0 0 0 1 0 0
mntB_5 1 0 0 0 0 0 0 0
hemA_2 1 1 1 1 1 1 1 1
rcsC_21 1 1 1 0 0 1 1 1
degU 1 1 1 1 1 1 1 1
nanT 1 0 0 0 0 0 0 0
nsaD_3 1 0 0 0 0 0 1 0
atpB 1 0 1 1 1 1 1 1
atpE 1 1 1 1 1 1 1 1
atpG_2 1 1 1 1 1 1 1 1
atpF 1 0 1 1 1 1 1 1
rimJ 1 1 1 1 1 1 1 1
thrC_2 1 0 0 0 0 0 0 0
ctaE 1 0 0 0 0 0 0 0
ctaG 1 1 1 1 1 1 1 1
ctaB 1 1 1 1 1 1 1 1
ctaD 1 1 1 1 1 1 1 1
ctaC_2 1 0 0 1 1 1 0 0
ohrB 1 1 0 1 1 1 1 0
ohrR_2 1 0 0 0 0 0 0 0
tldD 1 1 1 1 1 1 1 1
lepB_2 1 1 1 1 1 1 1 1
egtA 1 1 1 1 1 1 1 1
blh 1 0 0 0 0 1 0 0
dps2_2 1 0 0 0 0 0 0 0
oxyR_3 1 0 0 0 0 0 0 0
gstB_3 1 0 1 1 0 0 0 1
fadJ 1 1 1 0 1 1 1 1
fadA_6 1 0 0 1 0 0 0 0
dmdC_2 1 1 1 1 1 1 1 1
srmB 1 0 0 0 0 0 0 0
lig_2 1 1 1 1 1 1 1 1
dinF 1 1 1 1 1 1 1 1
cynT_2 1 1 1 1 1 1 1 1
rbn 1 0 0 0 0 0 0 0
pyrD_2 1 0 0 0 0 0 0 0
lexA_2 1 1 1 1 1 1 1 1
cah 1 1 1 1 1 1 1 1
sgaA 1 1 1 1 1 1 1 1
livF_21 1 1 0 0 1 0 1 0
btuD_12 1 0 0 0 0 0 0 0
livH_17 1 1 1 1 1 0 1 1
stp 1 1 1 1 1 1 1 1
htpX_2 1 1 1 1 1 1 1 1
linC_2 1 0 0 1 1 0 1 0
caiA_2 1 0 0 0 0 0 0 0
kdpA 1 1 1 1 1 1 1 1
kdpB 1 0 0 1 1 0 0 0
kdpC 1 1 1 1 1 1 1 1
kdpD 1 1 1 1 1 1 1 1
kdpE 1 1 1 1 1 1 1 1
acyI 1 1 0 1 0 1 1 0
yccF 1 1 1 1 1 1 1 1
boxB 1 1 1 1 1 1 1 1
boxC 1 1 1 1 1 1 1 1
hbaA 1 1 1 1 1 1 1 0
aroK_2 1 1 1 1 1 1 1 1
livF_22 1 1 0 0 0 0 1 0
lptB_13 1 0 0 0 0 0 0 0
livH_18 1 1 1 1 1 0 1 0
ugpB_3 1 1 1 1 1 1 1 1
sasA_15 1 1 1 1 1 0 0 1
sasA_16 1 1 1 0 1 0 0 1
ompR_4 1 0 0 0 0 0 0 0
cydA_2 1 0 0 0 0 1 0 0
cydB_3 1 0 0 0 0 0 0 0
yhdW_2 1 1 1 1 1 1 1 1
carC_3 1 0 1 0 0 0 1 1
catE 1 0 0 0 0 0 0 0
rfnT 1 1 1 1 1 1 1 1
btuB_4 1 1 1 1 1 1 1 1
exuT 1 1 1 1 1 0 1 1
htpG 1 1 0 1 1 1 1 0
tctD 1 0 0 0 0 0 0 0
mtnA 1 1 1 1 1 1 1 1
mtnP 1 1 1 1 1 1 1 1
mdh_3 1 0 0 0 0 0 0 0
recQ 1 1 1 1 1 1 1 1
caiC_2 1 1 1 1 1 0 1 1
msrA_2 1 1 1 1 1 1 1 1
rpsT 1 1 1 1 1 1 1 1
dnaA_1 0 1 0 0 0 0 0 0
hpd 0 1 1 1 1 0 1 1
kaiB 0 1 1 1 1 1 1 1
kaiC 0 1 1 1 1 1 1 1
copA_1 0 1 0 0 0 0 0 0
aroG 0 1 1 1 1 1 1 1
ptsN_1 0 1 1 1 0 0 1 1
fpgS 0 1 1 1 1 1 1 1
ubiB 0 1 1 1 1 0 1 1
bepG 0 1 0 0 0 1 0 0
appA 0 1 1 0 0 0 1 1
yciC_1 0 1 1 1 1 1 1 1
tauR 0 1 1 1 1 1 1 1
iolM 0 1 1 0 0 0 1 1
bznB_1 0 1 1 0 0 0 1 1
bacC_1 0 1 1 1 1 1 1 1
rfbC 0 1 1 1 1 0 1 1
lacF 0 1 1 1 1 0 1 1
cmpR_1 0 1 1 1 1 0 1 1
cysA_1 0 1 1 1 1 1 1 1
hndD 0 1 1 1 1 1 1 1
sfrB 0 1 1 1 1 1 1 1
cheR 0 1 1 1 1 1 1 1
cheW_1 0 1 1 1 1 1 1 1
cheW_2 0 1 1 1 1 1 1 1
cheA 0 1 1 1 1 1 1 1
rpfG 0 1 1 1 1 1 1 1
galE1_1 0 1 1 1 0 0 1 1
atpC_1 0 1 0 0 0 0 0 0
atpD_1 0 1 0 0 0 0 0 0
atpA_1 0 1 0 0 0 0 0 0
atpH_1 0 1 0 0 0 0 0 0
mdh 0 1 1 1 1 1 1 1
thpR 0 1 1 1 1 1 1 1
ybhL_1 0 1 0 0 0 0 0 0
neo 0 1 0 0 0 0 0 0
ybhL_2 0 1 0 0 0 0 0 0
pitA_1 0 1 0 1 0 0 1 0
erfK 0 1 1 0 1 1 1 1
czcD_1 0 1 0 0 0 0 0 0
yojM 0 1 1 1 1 0 1 1
patA_1 0 1 1 1 0 1 1 1
yxaF_1 0 1 0 0 0 0 0 0
amtB_1 0 1 1 1 1 0 1 1
amtB_2 0 1 1 1 1 0 1 1
ftsK 0 1 1 0 0 0 0 1
parA 0 1 1 1 1 1 1 1
rutD 0 1 1 1 1 0 1 1
adhA 0 1 1 1 1 1 1 1
chaB 0 1 1 1 1 1 1 1
nhaP2 0 1 1 1 1 1 1 1
fadH_1 0 1 1 1 1 1 1 1
thi4 0 1 0 0 0 0 0 0
pao 0 1 1 1 1 0 0 1
fabA 0 1 1 1 1 1 1 1
oxyR 0 1 1 0 0 0 1 1
tlyC 0 1 1 0 1 1 1 1
iolC 0 1 1 1 1 1 1 1
ribX 0 1 1 1 1 0 1 1
fdxA 0 1 1 1 1 1 1 1
yceJ_1 0 1 1 1 1 0 1 1
hcaR 0 1 1 0 1 1 1 1
dctA2 0 1 1 1 1 1 1 1
allE 0 1 1 1 1 1 1 1
allA 0 1 1 1 1 1 1 1
regA 0 1 1 1 1 1 1 1
regB 0 1 1 1 1 1 1 1
srpC 0 1 0 0 1 0 0 0
yhdG 0 1 1 1 1 0 0 1
aidB_1 0 1 1 1 1 1 1 1
prmC 0 1 1 0 1 1 1 1
nudC_1 0 1 0 1 1 1 0 0
fmt 0 1 1 1 1 1 1 1
yhaH 0 1 1 0 0 0 1 1
dnaA_2 0 1 0 0 0 0 0 0
traR 0 1 0 0 0 0 0 0
fliA 0 1 1 0 1 0 1 1
flgD 0 1 1 1 1 0 1 1
fadK 0 1 1 1 1 1 1 1
badR 0 1 1 1 1 1 1 1
adh_1 0 1 1 1 1 1 1 1
bcrC 0 1 1 1 1 1 1 1
bcrB 0 1 1 1 1 1 1 1
bcrA 0 1 1 1 1 1 1 1
bcrD 0 1 1 1 1 1 1 1
bclA 0 1 1 1 1 1 1 1
iscR 0 1 1 1 1 1 1 0
hcrC 0 1 1 1 1 1 1 0
hcrA 0 1 1 1 1 1 1 0
hcrB 0 1 1 1 1 1 1 1
pyrK_1 0 1 1 1 1 1 1 1
phnK 0 1 1 1 1 1 1 1
yurK 0 1 1 1 1 1 1 1
phnE 0 1 1 0 0 1 1 1
dapH_1 0 1 1 1 1 1 1 1
cutA 0 1 1 1 1 1 1 1
cobN_1 0 1 1 0 0 0 0 1
fecE 0 1 1 1 1 0 1 1
cynR_1 0 1 1 0 0 1 0 1
cc4 0 1 1 1 1 1 1 1
iro 0 1 1 1 1 1 1 1
cysA_2 0 1 1 1 1 1 1 1
cysW 0 1 1 1 1 0 1 1
cysT 0 1 1 1 1 0 1 1
oppF_1 0 1 1 1 1 1 1 1
dppA 0 1 1 1 1 1 0 1
hbpA 0 1 1 1 1 1 1 1
caiA 0 1 1 1 1 1 1 1
bacC_2 0 1 1 1 1 1 1 1
pyrD 0 1 1 1 1 1 1 1
dbpA 0 1 1 0 1 1 1 1
gltR_1 0 1 1 1 1 1 1 1
mntH_1 0 1 1 1 1 1 1 1
gstA 0 1 0 1 1 1 1 0
ohrR 0 1 1 1 1 1 1 1
ctaC 0 1 1 0 0 0 1 1
ctaE_1 0 1 1 1 1 1 1 1
thrC 0 1 1 1 1 1 1 1
atpF_1 0 1 0 0 0 0 0 0
atpB_1 0 1 0 0 0 0 0 0
nanT_1 0 1 1 1 1 1 1 1
mgtC 0 1 1 0 1 1 1 1
ridA 0 1 1 0 0 0 1 1
sbmC 0 1 1 0 1 0 1 1
nrtD 0 1 1 0 1 1 1 1
kduD_1 0 1 1 1 1 0 1 1
ompA_1 0 1 1 1 1 0 1 1
tam_3 0 1 1 1 1 0 1 1
aqdR 0 1 1 1 0 0 1 1
suhB_1 0 1 1 1 1 1 1 1
mdtK 0 1 1 1 1 1 1 1
copA_2 0 1 0 0 0 0 0 0
cusA_1 0 1 1 1 1 0 1 1
atpG_3 0 1 0 0 0 0 0 0
atpA_2 0 1 0 0 0 0 0 0
atpF_2 0 1 0 0 0 0 0 0
atpH_2 0 1 0 0 0 0 0 0
atpB_2 0 1 0 0 0 0 0 0
atpC_2 0 1 0 0 0 0 0 0
atpD_2 0 1 0 0 0 0 0 0
sigF_1 0 1 0 0 0 0 0 0
nrsf_1 0 1 0 0 0 0 0 0
sigF_2 0 1 0 0 0 0 0 0
nrsf_2 0 1 0 0 0 0 0 0
hmp 0 1 0 0 0 0 0 0
ftsP 0 1 0 0 0 0 0 0
dinG 0 1 0 0 0 0 0 0
hoxK 0 1 1 1 1 1 1 1
hoxL 0 1 1 1 1 1 1 1
hupC 0 1 1 1 1 1 1 1
hyaD 0 1 1 1 1 1 1 1
norV 0 1 1 1 1 1 1 1
hybF 0 1 1 1 1 1 1 1
hypB 0 1 1 1 1 1 1 1
hypF 0 1 1 1 1 1 1 1
hybG 0 1 1 1 1 1 1 1
hypD 0 1 1 1 1 1 1 1
hypE 0 1 1 1 1 1 1 1
hupR1 0 1 1 1 1 1 1 1
atoS 0 1 1 1 1 1 1 0
pcaR 0 1 1 1 1 1 1 1
ligXa 0 1 1 1 1 1 1 1
cobC 0 1 0 0 0 1 1 0
petA_1 0 1 1 1 1 1 1 1
catI_1 0 1 1 1 1 0 1 1
nadC 0 1 1 0 0 0 1 1
acuI_1 0 1 1 1 1 0 1 1
nudC_2 0 1 0 1 1 1 0 0
naiP 0 1 1 1 1 1 1 1
csgG_1 0 1 1 0 1 1 1 1
yxaF_2 0 1 0 0 0 0 0 0
golD 0 1 1 1 1 1 1 1
tolR 0 1 1 0 0 1 1 1
yddA_1 0 1 1 1 1 1 1 1
glcA 0 1 1 1 1 0 1 1
suhB_2 0 1 1 1 1 1 1 1
queE_1 0 1 0 1 0 1 0 0
petA_2 0 1 1 1 1 1 1 1
gpmA_1 0 1 0 0 0 1 1 0
adhB 0 1 1 1 1 1 1 1
adh_2 0 1 1 1 1 1 1 1
acoR 0 1 1 1 1 1 1 1
paaK_1 0 1 1 1 1 1 1 1
cysA_3 0 1 1 1 1 1 1 1
exbB_1 0 1 1 1 1 1 1 1
atoC_1 0 1 1 1 1 1 1 1
bpoC_1 0 1 1 1 1 0 1 1
higB_1 0 1 1 1 0 0 1 1
ptlF 0 1 1 0 0 0 1 1
lon_3 0 1 0 0 0 0 0 0
namA_1 0 1 1 1 1 0 0 1
aaeB_1 0 1 1 1 1 0 1 1
aaeA_1 0 1 1 1 1 1 1 1
fumC_1 0 1 1 1 1 0 1 1
mqo 0 1 1 1 1 0 0 1
mtrR 0 1 0 0 0 0 0 0
prsE 0 1 0 1 0 1 0 0
prsD 0 1 0 1 0 0 0 0
glpR_1 0 1 0 0 0 1 0 0
cysA_4 0 1 1 1 1 1 1 1
tsaQ1_1 0 1 0 0 1 0 1 0
metN_1 0 1 1 1 1 1 1 1
cusA_2 0 1 1 1 1 0 1 1
cusB 0 1 1 0 1 1 0 1
mmpI 0 1 1 1 1 1 1 1
dapH_2 0 1 1 1 1 1 1 1
metN_2 0 1 1 1 1 1 1 1
metI_1 0 1 1 1 1 0 1 1
metQ_1 0 1 1 1 1 1 1 1
metQ_2 0 1 1 1 1 1 1 1
draT_1 0 1 1 1 1 1 1 1
anfK_1 0 1 1 1 0 0 1 1
anfG 0 1 1 1 1 1 1 1
anfD 0 1 1 1 1 1 1 1
nifH1_1 0 1 1 1 1 1 1 1
vnfA 0 1 0 1 1 1 1 0
mosA 0 1 1 1 1 0 1 1
mosB 0 1 1 1 1 0 1 1
oppF_2 0 1 1 1 1 1 1 1
ctaE_2 0 1 1 1 1 1 1 1
norC 0 1 1 1 1 1 1 1
norB 0 1 1 1 1 1 1 1
nirQ 0 1 1 0 1 1 1 1
yfdC 0 1 1 1 1 0 1 1
yciC_2 0 1 1 1 1 1 1 1
ilvD_1 0 1 1 1 0 0 1 1
mcbR 0 1 0 1 0 0 1 0
uctC_4 0 1 1 0 0 1 1 1
pucAE 0 1 1 1 1 1 1 1
mexA_1 0 1 1 0 0 1 0 1
ttgB_1 0 1 1 0 0 1 1 1
cycA_1 0 1 1 1 1 1 1 1
cmpR_2 0 1 1 1 1 0 1 1
rssB 0 1 1 0 1 0 0 1
nitA 0 1 1 0 0 0 1 1
tgnD 0 1 0 0 0 0 0 0
yagE 0 1 0 0 0 0 0 0
fpr 0 1 1 1 1 1 1 1
ltaA_1 0 1 1 1 1 0 1 1
trpB_3 0 1 1 0 1 0 0 1
des 0 1 1 0 0 0 1 1
egtB 0 1 1 1 1 1 1 1
linC 0 1 1 0 0 1 0 1
COQ5_3 0 1 1 1 1 1 1 1
ybiS 0 1 1 0 0 1 0 1
cysQ 0 1 1 1 0 1 1 1
cheW_3 0 1 1 1 1 1 1 1
efeU 0 1 1 1 1 0 1 1
menH_3 0 1 1 1 1 1 1 1
lolE_1 0 1 1 0 1 1 1 1
kdpB_1 0 1 1 0 0 1 1 1
pknD_1 0 1 1 1 1 1 1 1
cheW_4 0 1 1 1 1 1 1 1
kduD_2 0 1 1 1 1 0 1 1
nimR_1 0 1 1 1 1 1 1 1
pncC 0 1 1 0 0 0 1 1
acdA_3 0 1 1 1 1 1 1 1
paaK_2 0 1 1 1 1 1 1 1
ppsC_1 0 1 1 1 1 1 1 1
yddA_2 0 1 1 1 1 1 1 1
baiA2 0 1 1 1 0 1 1 1
dmlA 0 1 1 1 1 0 1 1
gltR_2 0 1 1 1 1 1 1 1
cusA_3 0 1 0 0 0 0 0 0
acrA 0 1 1 1 1 0 1 1
fadH_2 0 1 1 1 1 1 1 1
emrE 0 1 1 1 1 1 1 1
cnbH 0 1 1 0 0 0 1 1
syrM1 0 1 1 1 1 0 0 1
sigF_3 0 1 0 0 0 0 0 0
sigE 0 1 0 1 1 1 1 0
